category	country	country_short	lang	lang_short	name	region	subject	text	type	url
National	Brazil	BR	Portuguese	pt	clicfolha	South America	General News	Clic Folha	webnews	https://clicfolha.com.br/
National	Georgia	GE	English	en	cbw	Asia	General News	cbw	webnews	https://cbw.ge/
National	Indonesia	ID	English	en	nationalgeographic-id	Asia	General News	National Geographic Indonesia	webnews	https://nationalgeographic.grid.id/
Local	Italy	IT	Italian	it	newsbiella	European Union	General News	news Biella	webnews	http://www.newsbiella.it
National	Italy	IT	English	en	besustainablemagazine	European Union	General News	BE Sustainable	webnews	http://www.besustainablemagazine.com/
National	Netherlands	NL	English	en	cbs	European Union	General News	cbs	webnews	https://www.cbs.nl/
National	USA	US	English	en	cbp	North America	General News	cbp	webnews	https://www.cbp.gov/
National	USA	US	English	en	thebureauinvestigates	North America	General News	migration NGO - The Bureau of Investigative Journalism	webnews	https://www.thebureauinvestigates.com/
Local	Italy	IT	Italian	it	corrieremarittimo	European Union	General News	Corriere Marittimo	webnews	https://www.corrieremarittimo.it
National	Ukraine	UA	Russian	ru	vecherniy	Europe Other	General News	Vecherniy	webnews	http://vecherniy.kharkov.ua/
National	Hungary	HU	Hungarian	hu	sztaki	European Union	General News	sztaki	webnews	https://www.sztaki.hu/
National	United Kingdom	GB	English	en	nature-npjmatdeg	Europe Other	General News	Nature - npj Materials Degradation	webnews	https://www.nature.com/npjmatdeg/
International	Indonesia	ID	Indonesian	id	antarajateng	Asia	General News	ANTARAJATENG	webnews	http://www.antarajateng.com/
National	Germany	DE	German	de	saarbruecker-zeitung	European Union	General News	Saarbrücker Zeitung	webnews	http://www.saarbruecker-zeitung.de
International	USA	US	English	en	cameroonpostline	North America	General News	Cameroon Post line	webnews	http://www.cameroonpostline.com/
National	Armenia	AM	Armenian	hy	galatv-am	Asia	General News	galatv	webnews	https://galatv.am/hy/
National	Slovakia	SK	Slovak	sk	cas	European Union	General News	ČAS	webnews	https://www.cas.sk/
National	Denmark	DK	Danish	da	videnskab	European Union	General News	Nyheder om forskning og videnskab	webnews	https://videnskab.dk/
National	Ecuador	EC	Spanish	es	confirmado	South America	General News	Asamblea Nacional del Ecuador	webnews	http://www.confirmado.net/
National	Lithuania	LT	Lithuanian	lt	znadwilii	European Union	General News	Radio Znad Wilii	webnews	http://zw.lt/
International	Russia	RU	English	en	carnegie-ru-en	Asia	General News	Carnegie Moscow Center - English	webnews	http://carnegie.ru/?lang=en
National	Italy	IT	Italian	it	finanzaonline	European Union	General News	Finanza online	webnews	https://www.finanzaonline.com/
National	Luxemburg	LU	Luxembourgish	lb	tageblatt-lu	European Union	General News	Tageblatt (Luxembourg)	webnews	http://www.tageblatt.lu/
National	Sweden	SE	Swedish	sv	norran	European Union	General News	Norra Västerbotten	webnews	https://www.norran.se/
National	Germany	DE	German	de	com-magazin	European Union	General News	Computer magazin	webnews	http://www.com-magazin.de/
National	Poland	PL	Polish	pl	biznesalert	European Union	General News	BiznesAlert	webnews	http://biznesalert.pl/
National	Ukraine	UA	Russian	ru	lifedon	Europe Other	General News	lifedon	webnews	http://lifedon.com.ua/
National	Denmark	DK	Danish	da	altinget	European Union	General News	altinget	webnews	https://www.altinget.dk/
National	Germany	DE	German	de	polizei-bayern	European Union	General News	Polizei Bayern	webnews	https://www.polizei.bayern.de/
National	United Kingdom	GB	English	en	thetelegraphandargus	Europe Other	General News	Bradford Telegraph and Argus	webnews	http://www.thetelegraphandargus.co.uk/
International	USA	US	English	en	unocha	North America	General News	OCHA - Office for the Coordination of Humanitarian Affairs	webnews	http://www.unocha.org
National	France	FR	French	fr	nationalgeographic-fr	European Union	General News	National geographic France	webnews	https://www.nationalgeographic.fr/
National	Italy	IT	Italian	it	terninrete	European Union	General News	Terni in rete	webnews	http://www.terninrete.it/
National	Botswana	BW	English	en	thezambezian	Africa	General News	The Zambezian	webnews	https://www.thezambezian.com/
Regional	United Kingdom	GB	English	en	regionalstudies	Europe Other	General News	Home - RSA Main	webnews	https://www.regionalstudies.org/
National	USA	US	English	en	phys	North America	General News	Phys	webnews	https://phys.org/
National	Russia	RU	Russian	ru	newtimes	Asia	General News	The new times	webnews	http://newtimes.ru/
National	Germany	DE	English	en	bosch	European Union	General News	Robert Bosch	webnews	https://www.bosch.com/
National	Czech Republic	CZ	English	en	regiony-impuls	European Union	General News	Regionální zprávy	webnews	http://regiony.impuls.cz/
National	Kuwait	KW	Arabic	ar	al-seyassah	Middle East	General News	Al-seyassah	webnews	http://al-seyassah.com/
Regional	Italy	IT	Italian	it	primonumero	European Union	General News	Primo Numero	webnews	https://www.primonumero.it/
National	Denmark	DK	English	en	shippingwatch-en	European Union	General News	ShippingWatch - English	webnews	https://shippingwatch.com/
National	USA	US	English	en	slashdot	North America	General News	slashdot	webnews	http://slashdot.org
National	Turkey	TR	Turkish	tr	turkiyegazetesi	EU Candidate	General News	Türkiye Gazetesi	webnews	http://www.turkiyegazetesi.com.tr/
National	Bulgaria	BG	English	en	focus-news-en	European Union	General News	Focus news (english)	webnews	http://www.focus-fen.net/
National	Brazil	BR	Portuguese	pt	tribunadabahia	South America	General News	Tribuna da Bahia	webnews	http://www.trbn.com.br/
Regional	Italy	IT	Italian	it	lagazzettadelmezzogiorno	European Union	General News	La Gazzetta del Mezzogiorno	webnews	http://www.lagazzettadelmezzogiorno.it/
National	Lithuania	LT	Lithuanian	lt	ukzinios	European Union	General News	ukzinios	webnews	https://www.ukzinios.lt/
International	Vietnam	VN	English	en	chinhphu	Asia	General News	VGP News EN	webnews	http://news.chinhphu.vn/
National	Croatia	HR	Croatian	hr	poduzetnistvo	European Union	General News	poduzetnistvo	webnews	http://www.poduzetnistvo.org/
National	Nigeria	NG	English	en	onlinenigeria	Africa	General News	Online Nigeria	webnews	http://www.onlinenigeria.com/uk/
National	Sweden	SE	Swedish	sv	laholmstidning	European Union	General News	Laholms Tidning	webnews	https://laholm.lokaltidningen.se/
National	Ireland	IE	English	en	longfordleader	European Union	General News	Longford Leader	webnews	http://www.longfordleader.ie/
National	Brazil	BR	Portuguese	pt	capital-sp-gov-br	South America	General News	Prefeitura de São Paulo	webnews	http://www.capital.sp.gov.br/
National	Ireland	IE	English	en	midlandtribune	European Union	General News	Midland Tribune	webnews	http://www.midlandtribune.ie/
National	Brazil	BR	Portuguese	pt	odocumento	South America	General News	O Documento	webnews	http://www.odocumento.com.br/
National	Ireland	IE	English	en	eecho	European Union	General News	Evening Echo	webnews	https://www.echolive.ie/
National	Hungary	HU	Hungarian	hu	magyarhirlap	European Union	General News	Magyar Hírlap	webnews	http://magyarhirlap.hu/
National	Poland	PL	Polish	pl	onet	European Union	General News	Onet	webnews	http://www.onet.pl/
National	USA	US	Swahili (macrolanguage)	sw	un-news-sw	North America	General News	Idhaa ya Redio ya UM	webnews	https://news.un.org/sw/
Regional	Italy	IT	English	en	pesarourbinonotizie	European Union	General News	Pesaro Urbino notizie	webnews	http://www.pesarourbinonotizie.it/
National	Greece	GR	Modern Greek (1453-)	el	e-enimerosi	European Union	General News	e-enimerosi	webnews	http://www.e-enimerosi.gr/
National	Sweden	SE	Swedish	sv	vallentunafria	European Union	General News	Vallentunafria	webnews	https://vallentunafria.se/
Regional	Spain	ES	Spanish	es	DiarioVasco	European Union	General News	DiarioVasco	webnews	https://www.diariovasco.com/
National	Germany	DE	English	en	fraunhofer	European Union	General News	Fraunhofer	webnews	https://www.fraunhofer.de/en.html
National	Netherlands	NL	English	en	citylogistics-info	European Union	General News	CityLogistics - by Walther Ploos van Amstel	webnews	http://www.citylogistics.info/
National	Greece	GR	Modern Greek (1453-)	el	elliniki-gnomi	European Union	General News	elliniki-gnomi	webnews	http://www.elliniki-gnomi.eu/
National	Kosovo	XK	Albanian	sq	zeri	Europe Other	General News	Gazeta Zëri	webnews	http://zeri.info/
National	Algeria	DZ	Arabic	ar	liberte-algerie	Africa	General News	Liberté Algérie	webnews	http://www.liberte-algerie.com/
National	USA	US	English	en	gfmd	North America	General News	migration NGO - GFMD Process | Global Forum on Migration and Development	webnews	http://www.gfmd.org
National	Austria	AT	English	en	bmk-gv-at	European Union	General News	Austrian Federal Ministry of Transport, Innovation and Technology	webnews	https://www.bmk.gv.at/en.html
Regional	Portugal	PT	Portuguese	pt	regiaodeleiria	European Union	General News	Região de Leiria	webnews	http://www.regiaodeleiria.pt/
National	USA	US	English	en	news-uci	North America	General News	UCI News	webnews	http://news.uci.edu/
National	USA	US	English	en	nbcbayarea	North America	General News	NBC Bay Area	webnews	http://www.nbcbayarea.com/
International	United Kingdom	GB	Arabic	ar	alarab-arabic	Europe Other	General News	The arab weekly	webnews	https://alarab.co.uk/
National	Belgium	BE	English	en	inform-index	European Union	General News	migration NGO - inform	webnews	http://www.inform-index.org/
National	USA	US	English	en	cbpp	North America	General News	Center on Budget and Policy Priorities	webnews	http://www.cbpp.org/
National	Australia	AU	English	en	thefifthestate-au	Oceania	General News	The Fifth Estate	webnews	https://www.thefifthestate.com.au/
National	United Kingdom	GB	English	en	nature-tpj	Europe Other	General News	Nature - The Pharmacogenomics Journal	webnews	https://www.nature.com/tpj/
National	Brazil	BR	Portuguese	pt	brasilalemanhanews	South America	General News	BrasilAlemanha	webnews	http://www.brasilalemanhanews.com.br/
National	Argentina	AR	Spanish	es	pambianconews	South America	General News	pambianconews	webnews	https://www.pambianconews.com/
National	Romania	RO	Romanian	ro	bzf	European Union	General News	Bună Ziua Făgăraș	webnews	https://www.bunaziuafagaras.ro/
National	Romania	RO	Romanian	ro	bzb	European Union	General News	Buna ziua Brasov	webnews	http://www.bzb.ro/
National	Hungary	HU	Hungarian	hu	mfor-hu	European Union	General News	mfor.hu - Menedzsment Fórum	webnews	https://mfor.hu/
International	USA	US	English	en	al-monitor	North America	General News	Al-Monitor: The Pulse of the Middle East	webnews	https://www.al-monitor.com/pulse/home.html
National	Austria	AT	English	en	climate-kic	European Union	General News	climate-kic	webnews	https://www.climate-kic.org/news-insights/
National	Vietnam	VN	Vietnamese	vi	24h-com	Asia	General News	24h-com -  Vietnam	webnews	https://www.24h.com.vn/
Regional	Spain	ES	Spanish	es	elvenezolanonews	European Union	General News	Diario El Venezolano	webnews	http://elvenezolanonews.com/
National	Latvia	LV	English	en	liepu	European Union	General News	Latviešu valodas aģentūra	webnews	https://www.liepu.lv/lv
National	Ukraine	UA	Russian	ru	marsovet-ru	Europe Other	General News	Мариупольский городской совет	webnews	http://marsovet.org.ua/
National	Georgia	GE	Georgian	ka	primetime	Asia	General News	primetime	webnews	http://primetime.ge/
National	Romania	RO	Romanian	ro	jandarmeriaromana	European Union	General News	Jandarmeria Romana	webnews	http://www.jandarmeriaromana.ro/
National	Netherlands	NL	Dutch	nl	refdag	European Union	General News	Reformatorisch Dagblad	webnews	https://www.rd.nl/
National	USA	US	English	en	thegardenisland	North America	General News	Huelva24	webnews	http://thegardenisland.com/
National	Greece	GR	Modern Greek (1453-)	el	ecozen	European Union	General News	ecozen	webnews	https://ecozen.gr/
National	Palestine, State of	PS	Arabic	ar	amin	Middle East	General News	AMIN - Arabic Media Internet Network	webnews	http://www.amin.org/
National	United Kingdom	GB	English	en	nature-nrmicro	Europe Other	General News	Nature - Reviews Microbiology	webnews	https://www.nature.com/nrmicro/
National	Germany	DE	English	en	boell-en	European Union	General News	migration NGO3 - Heinrich Böll Foundation	webnews	https://www.boell.de/en
National	Nepal	NP	English	en	kathmandupost	Asia	General News	Kathmandu Post	webnews	http://kathmandupost.ekantipur.com/
National	Luxemburg	LU	French	fr	paperjam	European Union	General News	paperJam	webnews	https://paperjam.lu/
National	United Kingdom	GB	English	en	thisisnottingham	Europe Other	General News	This is Nottingham	webnews	http://www.thisisnottingham.co.uk/home
National	Germany	DE	German	de	tageblatt-de	European Union	General News	Tageblatt	webnews	http://www.tageblatt.de/
National	Germany	DE	German	de	berliner-zeitung	European Union	General News	Berliner Zeitung	webnews	https://www.berliner-zeitung.de/
Local	Spain	ES	Spanish	es	diariodeibiza	European Union	General News	Diario de Ibiza	webnews	http://www.diariodeibiza.es/
National	Italy	IT	English	en	laimomo	European Union	General News	migration NGO - Lai-momo Cooperative	webnews	https://www.laimomo.it/
National	South Korea	KR	Korean	ko	econonews	Asia	General News	Econo news	webnews	http://www.econonews.co.kr/
National	Italy	IT	Italian	it	tempostretto	European Union	General News	tempo stretto	webnews	http://www.tempostretto.it/
National	Italy	IT	Italian	it	9colonne-it	European Union	General News	9Colonne | Agenzia giornalistica	webnews	https://www.9colonne.it/
National	China	CN	Chinese	zh	163	Asia	General News	163	webnews	http://www.163.com
National	Serbia	RS	Serbian	sr	danas	EU Candidate	General News	danas (Serbian - latin alphabet)	webnews	https://www.danas.rs/
National	Lithuania	LT	Lithuanian	lt	klaipeda	European Union	General News	klaipeda Diena	webnews	http://klaipeda.diena.lt/
National	Austria	AT	German	de	bvz	European Union	General News	BVZ - Die Burgenländische Volkszeitung Online	webnews	http://www.bvz.at/
National	Germany	DE	German	de	dekoder	European Union	General News	dekoder	webnews	https://www.dekoder.org/
National	Hungary	HU	Hungarian	hu	mnnsz	European Union	General News	mnnsz	webnews	https://www.mnnsz.hu/
National	Jordan	JO	English	en	petra-en	Middle East	General News	Petra	webnews	http://petra.gov.jo/Public/Main_english.aspx?lang=2&site_id=1
National	Nigeria	NG	English	en	peoplesdaily-online	Africa	General News	Peoples Daily Newspaper	webnews	http://www.peoplesdaily-online.com/
National	Netherlands	NL	Dutch	nl	vluchtelingenwerk	European Union	General News	migration NGO - Dutch Council for Refugees	webnews	https://www.vluchtelingenwerk.nl/
National	Ireland	IE	English	en	waterford-news	European Union	General News	Waterford News and Star	webnews	http://www.waterford-news.ie/
National	Greece	GR	Modern Greek (1453-)	el	lesvosnews	European Union	General News	Lesvosnews	webnews	http://www.lesvosnews.net/
National	Romania	RO	English	en	mipex	European Union	General News	migration NGO - mipex	webnews	http://www.mipex.eu/
National	Tuvalu	TV	Chinese	zh	kaixian	Asia	General News	kaixian	webnews	http://www.kaixian.tv/
National	USA	US	English	en	valuewalk	North America	General News	ValueWalk - Breaking news and in-depth analysis on everything hedge funds and value investing	webnews	https://www.valuewalk.com/
National	USA	US	English	en	gmfus	North America	General News	The German Marshal Fund of the United States	webnews	http://www.gmfus.org/
National	Romania	RO	Romanian	ro	actualitateaprahoveana	European Union	General News	Actualitatea Prahoveană	webnews	http://www.actualitateaprahoveana.ro/
Regional	Netherlands	NL	Dutch	nl	icct-nl	European Union	General News	International Centre for Counter-Terrorism - ICCT	webnews	https://icct.nl/
National	Zimbabwe	ZW	English	en	voazimbabwe	Africa	General News	voazimbabwe	webnews	https://www.voazimbabwe.com/
International	Argentina	AR	Spanish	es	clarin	South America	General News	Clarín - Argentina	webnews	http://www.clarin.com/
Regional	Spain	ES	Spanish	es	elperiodicodearagon	European Union	General News	El Periódico de Aragón. Noticias de Aragón, Zaragoza, Huesca y Teruel.	webnews	https://www.elperiodicodearagon.com/
Local	Italy	IT	Italian	it	metronews	European Union	General News	Metro news	webnews	http://www.metronews.it/
National	Ukraine	UA	Russian	ru	novosti	Europe Other	General News	novosti  (Donyestsk)	webnews	http://novosti.dn.ua/
National	USA	US	English	en	trackingterrorism	North America	General News	trackingterrorism	webnews	https://www.trackingterrorism.org/
National	Bulgaria	BG	Bulgarian	bg	btv	European Union	General News	bTV (Bulgaria)	webnews	http://www.btv.bg/
National	USA	US	English	en	misinfocon	North America	General News	misinfocon	webnews	https://misinfocon.com/
Local	Italy	IT	Italian	it	prealpina	European Union	General News	La Prealpina	webnews	https://www.prealpina.it/
National	Austria	AT	German	de	heute-AT	European Union	General News	Heute - Österreichs neue Tageszeitung	webnews	https://www.heute.at/
National	United Kingdom	GB	English	en	nature-nchem	Europe Other	General News	Nature - Chemistry	webnews	https://www.nature.com/nchem/
National	Finland	FI	Finnish	fi	maaseuduntulevaisuus	European Union	General News	Maaseudun Tulevaisuus	webnews	https://www.maaseuduntulevaisuus.fi/
National	United Kingdom	GB	English	en	ekurd	Europe Other	General News	KurdNet	webnews	https://ekurd.net/
National	Hungary	HU	Hungarian	hu	vaol	European Union	General News	vaol	webnews	http://vaol.hu/
National	Germany	DE	English	en	cen-eu	European Union	General News	CEN - European Committee for Standardisation	webnews	https://www.cen.eu/Pages/default.aspx
National	Canada	CA	English	en	theglobeandmail	North America	General News	The Globe and Mail	webnews	http://www.theglobeandmail.com
National	Italy	IT	Italian	it	lentepubblica	European Union	General News	l'ente pubblica	webnews	https://www.lentepubblica.it/
National	Lebanon	LB	Arabic	ar	almanar	Middle East	General News	Al Manar (arabic)	webnews	http://www.almanar.com.lb/main.php
National	Belgium	BE	Dutch	nl	demorgen	European Union	General News	demorgen	webnews	https://www.demorgen.be/
National	Germany	DE	English	en	siemens	European Union	General News	siemens	webnews	https://new.siemens.com/global/en.html
National	United Kingdom	GB	English	en	nature-natrevphys	Europe Other	General News	Nature -  reviews physics	webnews	https://www.nature.com/natrevphys
National	Russia	RU	Russian	ru	agentura-ru	Asia	General News	Agentura - Russian	webnews	http://www.agentura.ru
National	Australia	AU	English	en	knowridge	Oceania	General News	knowridge	webnews	https://knowridge.com/
National	Malaysia	MY	Tamil	ta	semparuthi	Asia	General News	Semparuthi	webnews	http://www.semparuthi.com/
National	Romania	RO	Romanian	ro	aradon	European Union	General News	aradon	webnews	https://www.aradon.ro/
National	Moldova	MD	Romanian	ro	infoprut	Europe Other	General News	InfoPrut	webnews	http://infoprut.ro/
National	Italy	IT	Italian	it	radiosubasio	European Union	General News	055Firenze	webnews	https://www.radiosubasio.it/
National	Sweden	SE	Swedish	sv	butikstrender	European Union	General News	Butikstrender	webnews	http://www.butikstrender.se/
National	Ukraine	UA	Russian	ru	zn-ua	Europe Other	General News	ZN	webnews	https://zn.ua/
National	Bulgaria	BG	Bulgarian	bg	blagoevgrad	European Union	General News	Blagoevgrad	webnews	http://www.blagoevgrad.eu/
International	France	FR	French	fr	lefigaro	European Union	General News	Le Figaro	webnews	http://www.lefigaro.fr/
National	United Kingdom	GB	English	en	dataguidance	Europe Other	General News	Data Guidance	webnews	https://www.dataguidance.com/
International	Germany	DE	German	de	zeit	European Union	General News	zeit	webnews	http://www.zeit.de/index
National	Slovakia	SK	Italian	it	buongiornoslovacchia	European Union	General News	Buongiorno Slovacchia	webnews	http://www.buongiornoslovacchia.sk/
National	Italy	IT	Italian	it	raiscuola	European Union	General News	Rai scuola	webnews	http://www.raiscuola.rai.it/
National	Hungary	HU	Hungarian	hu	ridikul-hu	European Union	General News	Címlap | Ridikül	webnews	https://ridikul.hu/
National	Ireland	IE	English	en	offalyindependent	European Union	General News	Offaly Independent	webnews	http://www.offalyindependent.ie/
National	USA	US	English	en	fairwarning	North America	General News	FairWarning	webnews	https://www.fairwarning.org/
National	USA	US	English	en	energypolicy	North America	General News	Columbia SIPA Center on Global Energy Policy	webnews	http://energypolicy.columbia.edu/
National	Togo	TG	French	fr	manationtogo	Africa	General News	Ma nation TOGO	webnews	http://manationtogo.com/
National	Germany	DE	German	de	heise	European Union	General News	Heise	webnews	http://www.heise.de/
National	Sweden	SE	Swedish	sv	bra	European Union	General News	Brå	webnews	http://www.bra.se/
Local	Italy	IT	Italian	it	controradio	European Union	General News	controradio	webnews	http://www.controradio.it/
Regional	Netherlands	NL	Dutch	nl	stellingwerf	European Union	General News	Stellingwerf	webnews	https://stellingwerf.nl/
National	Spain	ES	Spanish	es	elconfidencialdigital	European Union	General News	elc onfidencial digital	webnews	https://www.elconfidencialdigital.com/
National	Czech Republic	CZ	Czech	cs	policie-cz	European Union	General News	Policie České republiky	webnews	http://www.policie.cz/
National	Italy	IT	Italian	it	articolo21	European Union	General News	Articolo 21	webnews	https://www.articolo21.org/
National	Thailand	TH	English	en	pattayatoday	Asia	General News	Pattaya Today Newspaper	webnews	https://pattayatoday.net/
International	USA	US	English	en	ABCnews	North America	General News	ABC News	webnews	http://abcnews.go.com/
National	Poland	PL	Polish	pl	ncbj.pl	European Union	General News	Narodowe Centrum Badań Jądrowych	webnews	http://www.ncbj.gov.pl
National	Mexico	MX	Spanish	es	tiempo-mx	North America	General News	Tiempo	webnews	http://www.tiempo.com.mx/
National	Italy	IT	Italian	it	secondowelfare	European Union	General News	Secondo Welfare	webnews	http://secondowelfare.it/
National	Italy	IT	Italian	it	lavoce-info	European Union	General News	lavoceinfo	webnews	https://www.lavoce.info/
National	Denmark	DK	Danish	da	BT-dk	European Union	General News	BT	webnews	http://www.bt.dk
National	Bulgaria	BG	Bulgarian	bg	nsgp	European Union	General News	Bulgarian Border Police	webnews	https://www.mvr.bg/gdgp
National	Brazil	BR	English	en	vale	South America	General News	vale	webnews	http://www.vale.com/brasil/en/Pages/default.aspx
National	St. Lucia	LC	English	en	thevoiceslu	Central America	General News	The Voice	webnews	http://www.thevoiceslu.com/
National	Belgium	BE	English	en	scar-europe	European Union	General News	SCAR - Standing Committee on Agricultural Research	webnews	https://scar-europe.org/
National	Hungary	HU	Hungarian	hu	blikk	European Union	General News	Blikk	webnews	http://www.blikk.hu/
Regional	Italy	IT	Italian	it	valsassinanews	European Union	General News	Valsassina news	webnews	http://www.valsassinanews.com/
National	Slovakia	SK	Hungarian	hu	ujszo	European Union	General News	Új Szó Online	webnews	http://ujszo.com/
National	Sweden	SE	Swedish	sv	lysekilsposten	European Union	General News	lysekilsposten	webnews	http://www.lysekilsposten.se/
National	Hungary	HU	Hungarian	hu	kisalfold	European Union	General News	kisalfold.hu - A címoldalon	webnews	http://www.kisalfold.hu
National	USA	US	English	en	AthensNews	North America	General News	Athens News	webnews	http://www.athensnews.com/
National	Bulgaria	BG	Bulgarian	bg	eurochicago	European Union	General News	Euro Chicago	webnews	http://www.eurochicago.com/
National	Belarus	BY	Russian	ru	bpc	Europe Other	General News	BDG bpc	webnews	http://www.bpc.by/
National	Thailand	TH	Thai	th	tnnthailand	Asia	General News	tnnthailand	webnews	https://www.tnnthailand.com/home
National	Spain	ES	Spanish	es	culturaydeporte	European Union	General News	Portada de la web del Ministerio de Cultura y Deporte	webnews	http://www.culturaydeporte.gob.es/portada.html
National	Portugal	PT	Portuguese	pt	observador	European Union	General News	Observador	webnews	https://observador.pt/
National	France	FR	French	fr	ladepeche	European Union	General News	Ladépêche	webnews	http://www.ladepeche.fr/
National	Australia	AU	English	en	bom	Oceania	General News	Bureau of Meteorology	webnews	http://www.bom.gov.au/
National	Belgium	BE	English	en	eeas-african-union	European Union	General News	Delegation of the European Union to the African Union	webnews	https://eeas.europa.eu/delegations/african-union-au_en
National	Poland	PL	Polish	pl	bnpparibas	European Union	General News	BGŻ BNP Paribas	webnews	https://www.bnpparibas.pl/rolnicy
National	Canada	CA	French	fr	usherbrooke	North America	General News	usherbrooke	webnews	https://www.usherbrooke.ca/
International	USA	US	Spanish	es	fayerwayer	North America	General News	FayerWayer	webnews	http://www.fayerwayer.com/
National	Haiti	HT	French	fr	alterpresse	Central America	General News	AlterPresse	webnews	http://www.alterpresse.org/
National	Denmark	DK	Danish	da	shippingwatch	European Union	General News	ShippingWatch - Danish	webnews	http://shippingwatch.dk/
National	Netherlands	NL	Dutch	nl	bnr	European Union	General News	BNR	webnews	https://www.bnr.nl/
National	Germany	DE	German	de	sat1-de	European Union	General News	SAT-1	TVRadio	http://www.sat1.de/news/
National	Germany	DE	German	de	bnn	European Union	General News	bnn	webnews	https://bnn.de
National	Turkey	TR	Turkish	tr	gunes	EU Candidate	General News	Günes	webnews	http://www.gunes.com/
National	USA	US	English	en	bnd	North America	General News	Belleville News-Democrat newspaper in Belleville	webnews	https://www.bnd.com/
Regional	Italy	IT	Italian	it	iltirreno	European Union	General News	Il Tirreno	webnews	http://iltirreno.gelocal.it/
National	Iran	IR	Persian	fa	iranpressnews	Middle East	General News	Iran press news	webnews	http://www.iranpressnews.com/
National	Libya	LY	Arabic	ar	alwasat	Africa	General News	alwasat	webnews	http://alwasat.ly/
National	Bahrain	BH	Arabic	ar	bna	Middle East	General News	Bahrain News Agency	webnews	https://www.bna.bh/
National	Iran	IR	Persian	fa	ebtekarnews	Middle East	General News	Iranian online newspaper	webnews	http://www.ebtekarnews.com/
National	Netherlands	NL	Dutch	nl	dvhn	European Union	General News	Dagblad van het Noorden	webnews	https://www.dvhn.nl/
Local	Italy	IT	Italian	it	bresciatoday	European Union	General News	Brescia Today	webnews	http://www.bresciatoday.it/
National	Ukraine	UA	Russian	ru	lviv-portal-comments	Europe Other	General News	lviv portal - Інформаційний портал Львова	webnews	https://portal.lviv.ua/
National	Chad	TD	French	fr	journaldutchad	Africa	General News	JournalduTchad	webnews	http://www.journaldutchad.com/
National	Singapore	SG	English	en	yahoo-sg	Asia	General News	Yahoo News Singapore	webnews	https://sg.news.yahoo.com/singapore
National	France	FR	French	fr	amisdelaterre	European Union	General News	Les Amis de la Terre	webnews	https://www.amisdelaterre.org/
National	USA	US	English	en	agribusinessglobal	North America	General News	AgriBusiness	webnews	http://www.agribusinessglobal.com/
National	Greece	GR	Modern Greek (1453-)	el	energypress	European Union	General News	energypress	webnews	https://energypress.gr/
National	Vietnam	VN	Vietnamese	vi	baotainguyenmoitruong	Asia	General News	bao tai nguyen moi truong	webnews	https://baotainguyenmoitruong.vn/
National	Austria	AT	German	de	bmi	European Union	General News	BM.I Bundesministerium für Inneres	webnews	https://www.bmi.gv.at/
National	Hungary	HU	Hungarian	hu	bme	European Union	General News	Budapesti Műszaki és Gazdaságtudományi Egyetem	webnews	http://www.bme.hu/
National	Sweden	SE	Swedish	sv	regionblekinge	European Union	General News	regionblekinge	webnews	http://www.regionblekinge.se/
National	Brazil	BR	Portuguese	pt	roraimaemtempo	South America	General News	JORNAL RORAIMA EM TEMPO	webnews	http://roraimaemtempo.com/
National	Italy	IT	Italian	it	lopinionista	European Union	General News	L'opinionista	webnews	https://www.lopinionista.it/
National	Palestine, State of	PS	Arabic	ar	alqassam	Middle East	General News	AL-Qassam Brigades	webnews	http://www.alqassam.ps/arabic/
National	USA	US	English	en	pysnnoticias	North America	General News	Pysnnoticias	webnews	http://pysnnoticias.com/
National	France	FR	English	en	edhec	European Union	General News	edhec	webnews	https://www.edhec.edu/
National	Chile	CL	English	en	markets-businessinsider	South America	General News	Markets Business Insider	webnews	http://markets.businessinsider.com/
National	Pakistan	PK	English	en	nation	Asia	General News	The Nation	webnews	https://nation.com.pk/
National	Spain	ES	Spanish	es	radiocable	European Union	General News	Radiocable	webnews	http://www.radiocable.com/
National	Italy	IT	Italian	it	europa-today	European Union	General News	EuropaToday	webnews	http://europa.today.it/
International	Germany	DE	German	de	suddeutsche	European Union	General News	Süddeutsche Zeitung	webnews	https://www.sueddeutsche.de/
National	Malaysia	MY	English	en	met-my	Asia	General News	met	webnews	http://www.met.gov.my/
International	Japan	JP	Japanese	ja	rocketnews24	Asia	General News	Rocket news 24	webnews	http://en.rocketnews24.com/
National	USA	US	English	en	directionsmag	North America	General News	directions magazine	webnews	http://www.directionsmag.com/
National	Germany	DE	German	de	bka	European Union	General News	BKA	webnews	https://www.bka.de/DE/Home/home_node.html
National	Ireland	IE	English	en	nsai	European Union	General News	National Standards Authority of Ireland	webnews	https://www.nsai.ie/
National	Poland	PL	Polish	pl	sadyogrody	European Union	General News	sadyogrody	webnews	http://www.sadyogrody.pl/
National	Italy	IT	Italian	it	lavocedialba	European Union	General News	lavocedialba	webnews	http://www.lavocedialba.it/
International	Nicaragua	NI	Spanish	es	lajornadanet	Central America	General News	La Jornada	webnews	http://www.lajornadanet.com/
National	China	CN	Chinese	zh	bjx	Asia	General News	bjx	webnews	http://news.bjx.com.cn/
National	Iraq	IQ	Arabic	ar	kitabat	Middle East	General News	kitabat	webnews	https://kitabat.com/
National	Porto Rico	PR	Spanish	es	elexpresso	Central America	General News	Periódico El Expresso de Puerto Rico	webnews	http://www.elexpresso.com/
