category	country	country_short	lang	lang_short	name	region	subject	text	type	url
National	Poland	PL	Polish	pl	mpolska24	European Union	General News	mpolska24	webnews	https://www.mpolska24.pl/
National	Germany	DE	German	de	proasyl	European Union	General News	migration NGO - PRO ASYL	webnews	https://www.proasyl.de/
National	Italy	IT	Italian	it	giornalediplomatico	European Union	General News	giornalediplomatico	webnews	https://www.giornalediplomatico.it/
National	Thailand	TH	Thai	th	siamrath	Asia	General News	2Bangkok	webnews	https://siamrath.co.th/
National	Bolivia	BO	Spanish	es	jornadanet	South America	General News	JORNADA	webnews	https://jornadanet.com/
National	USA	US	English	en	phibetaiota	North America	General News	Sahel blog	webnews	https://phibetaiota.net/
National	Sweden	SE	Swedish	sv	Europeiskakommissionen	European Union	General News	Europeiska kommissionen	webnews	http://ec.europa.eu/sweden/home_sv
National	USA	US	English	en	dailyvoice-bergenfield	North America	General News	Bergenfield Daily Voice	webnews	http://dailyvoice.com/cliffviewpilot/
National	Morocco	MA	French	fr	libe	Africa	General News	Libération	webnews	http://www.libe.ma/
National	Sweden	SE	Swedish	sv	jordbruksverket	European Union	General News	jordbruksverket	webnews	https://jordbruksverket.se/
National	Spain	ES	Catalan	ca	elperiodico-cat	European Union	General News	El Periódico - Notícies i última hora de Catalunya, Espanya i el món	webnews	https://www.elperiodico.cat/ca/
National	Sweden	SE	Swedish	sv	expressen	European Union	General News	Expressen	webnews	https://www.expressen.se/
International	Germany	DE	German	de	klimareporter	European Union	General News	klimaretter - old news. new site : https://www.klimareporter.de/	webnews	https://www.klimareporter.de/
International	Antigua and Barbuda	AG	English	en	antiguaobserver	Central America	General News	Antigua Observer	webnews	https://antiguaobserver.com/
National	United Kingdom	GB	English	en	carnegieeurope	Europe Other	General News	Carnegie Endowment International Peace	webnews	http://carnegieeurope.eu/
National	Finland	FI	Finnish	fi	kp24	European Union	General News	KP 24	webnews	https://www.keskipohjanmaa.fi/
National	Germany	DE	German	de	kicker	European Union	General News	Topaktuelle News bei kicker online	webnews	http://www.kicker.de/
National	Ukraine	UA	Ukrainian	uk	uaport	Europe Other	General News	UA Port	webnews	http://uaport.net/
National	United Kingdom	GB	English	en	nature-nrclinonc	Europe Other	General News	Nature - Reviews Clinical Oncology	webnews	https://www.nature.com/nrclinonc/
National	Germany	DE	German	de	jungewelt	European Union	General News	Junge Welt	webnews	https://www.jungewelt.de/
National	Germany	DE	German	de	wr	European Union	General News	Westfälische Rundschau	webnews	https://www.wr.de/
National	Poland	PL	Polish	pl	wp	European Union	General News	Wirtualna Polska	webnews	http://www.wp.pl/
National	Sweden	SE	Swedish	sv	redcross-se	European Union	General News	Röda Korsets	webnews	http://www.redcross.se/
National	United Kingdom	GB	English	en	wn	Europe Other	General News	World news	webnews	https://wn.com/
National	Paraguay	PY	Spanish	es	hacienda	South America	General News	Ministerio Hacienda	webnews	http://www.hacienda.gov.py/web-hacienda/index.php
National	Sweden	SE	Swedish	sv	sametinget	European Union	General News	sametinget	webnews	https://www.sametinget.se/
National	Angola	AO	Portuguese	pt	vozdeangola	Africa	General News	vozdeangola	webnews	http://vozdeangola.com/
National	Saudi Arabia	SA	Arabic	ar	alriyadh	Middle East	General News	Alriyadh	webnews	http://www.alriyadh.com/
Local	Italy	IT	Italian	it	potenzanews	European Union	General News	Potenza News	webnews	https://www.potenzanews.net/
Regional	Netherlands	NL	Dutch	nl	knmi	European Union	General News	knmi	webnews	http://www.knmi.nl/home
National	Russia	RU	Russian	ru	vz	Asia	General News	vz	webnews	https://vz.ru/
Local	Romania	RO	Romanian	ro	telegrafonline	European Union	General News	Telegraf	webnews	http://www.telegrafonline.ro/
Local	Sweden	SE	Swedish	sv	utsidan	European Union	General News	utsidan	webnews	http://www.utsidan.se/
Local	Sweden	SE	Swedish	sv	vt	European Union	General News	Västerviks-Tidningen	webnews	http://www.vt.se/nyheter/
National	Spain	ES	Spanish	es	redaccionmedica	European Union	General News	REDACCIÓN MÉDICA	webnews	https://www.redaccionmedica.com/
National	Germany	DE	German	de	almanyalilar	European Union	General News	Almanyalilar	webnews	https://almanyalilar.com/
National	Netherlands	NL	Dutch	nl	vn	European Union	General News	Vrij Nederland	webnews	http://www.vn.nl
National	Norway	NO	Norwegian	no	vl	Europe Other	General News	Vårt Lands	webnews	http://www.vl.no/
National	Lithuania	LT	Lithuanian	lt	kedainietis	European Union	General News	kedainietis	webnews	http://www.kedainietis.lt/
National	USA	US	English	en	feednavigator	North America	General News	Feed Navigator	webnews	https://www.feednavigator.com/
Regional	Italy	IT	Italian	it	sardegnaoggi	European Union	General News	Sardegna Oggi	webnews	http://www.sardegnaoggi.it/
National	Germany	DE	German	de	nachrichten-idw	European Union	General News	Nachrichten aus der Wissenschaft &r idw - Informationsdienst Wissenschaft e.V.	webnews	https://nachrichten.idw-online.de/
National	Belarus	BY	Russian	ru	vb	Europe Other	General News	VB	webnews	http://www.vb.by/
International	United Arab Emirates	AE	English	en	khaleejtimes	Middle East	General News	khaleejtimes	webnews	http://www.khaleejtimes.com/
National	Iran	IR	Persian	fa	tabnak	Middle East	General News	tabnak	webnews	http://www.tabnak.ir/
National	Bulgaria	BG	Bulgarian	bg	darik	European Union	General News	darik	webnews	https://dariknews.bg/
National	Georgia	GE	Russian	ru	civil-ru	Asia	General News	Civil (Russian)	webnews	https://civil.ge/ru
National	Bulgaria	BG	Bulgarian	bg	pcworld	European Union	General News	pcworld	webnews	https://pcworld.bg/
International	South Africa	ZA	English	en	businessday	Africa	General News	Business Live	webnews	https://www.businesslive.co.za/bd/
National	Spain	ES	Spanish	es	ine.es	European Union	General News	Instituto Nacional de Estadística	webnews	https://www.ine.es/
National	Japan	JP	Japanese	ja	kobe-np	Asia	General News	Kobe Shimbun	webnews	http://www.kobe-np.co.jp/
National	Spain	ES	Spanish	es	negocios	European Union	General News	negocios	webnews	https://intereconomia.com/
National	Russia	RU	Russian	ru	nakanune	Asia	General News	nakanune - Информационно-публицистический альманах УрФО	webnews	http://www.nakanune.ru/
National	Finland	FI	Finnish	fi	ts	European Union	General News	Turun Sanomat	webnews	http://www.ts.fi/
National	Sweden	SE	Swedish	sv	naturvetarna	European Union	General News	naturvetarna	webnews	http://www.naturvetarna.se/
National	Czech Republic	CZ	Czech	cs	tn	European Union	General News	tn	webnews	http://tn.nova.cz/
National	Norway	NO	Norwegian	no	tk	Europe Other	General News	Tidens Krav	webnews	http://www.tk.no
National	Moldova	MD	Romanian	ro	europalibera	Europe Other	General News	Radio Europa Liberă	webnews	http://www.europalibera.org/
National	USA	US	English	en	td	North America	General News	ATD	webnews	https://www.td.org/
Local	Spain	ES	Spanish	es	FaroDeVigo	European Union	General News	Faro de Vigo	webnews	http://www.farodevigo.es/
National	Turkey	TR	French	fr	aujour-turquie	EU Candidate	General News	Aujourd'hui la Turquie	webnews	http://www.aujourdhuilaturquie.com/
National	USA	US	English	en	infomigrants	North America	General News	migration NGO2 - Infomigrant	webnews	http://www.infomigrants.net/en/
National	USA	US	English	en	cleantechnica	North America	General News	CleanTechnica	webnews	https://cleantechnica.com/
National	France	FR	French	fr	lexpansion-votreargent	European Union	General News	VotreArgent	webnews	http://lexpansion.lexpress.fr/
National	Denmark	DK	Danish	da	sn	European Union	General News	Sjællandske Medier	webnews	http://www.sn.dk/
National	Nicaragua	NI	Spanish	es	talcualdigital	Central America	General News	Tal Cual Digital	webnews	https://www.talcualdigital.com
National	Russia	RU	Russian	ru	oren	Asia	General News	Oren	webnews	http://www.oren.ru/
National	Guinea	GN	French	fr	aujourdhui-en-guinee	Africa	General News	Aujourd’hui en Guinee	webnews	http://www.aujourdhui-en-guinee.com/ 
National	Poland	PL	Polish	pl	se	European Union	General News	SE	webnews	http://www.se.pl/
National	Sweden	SE	Swedish	sv	sd	European Union	General News	Sverigedemokraterna	webnews	https://sd.se/
National	Belarus	BY	Russian	ru	sb	Europe Other	General News	sb	webnews	http://www.sb.by
National	USA	US	English	en	cfra	North America	General News	CBS 12	webnews	http://www.cfra.com/
National	Sweden	SE	Swedish	sv	onkologiisverige	European Union	General News	Onkologi	webnews	http://www.onkologiisverige.se/
National	Bosnia	BA	Croatian	hr	slobodna-bosna	Europe Other	General News	Slobodna Bosna	webnews	http://www.slobodna-bosna.ba/
National	United Kingdom	GB	English	en	serabigold	Europe Other	General News	serabigold	webnews	https://www.serabigold.com
National	Canada	CA	French	fr	journaldemontreal	North America	General News	Le Journal de Montreal	webnews	http://www.journaldemontreal.com/
National	Netherlands	NL	Dutch	nl	ru	European Union	General News	migration NGO - Radboud University	webnews	http://www.ru.nl/
International	Japan	JP	Japanese	ja	373news	Asia	General News	373 news	webnews	http://373news.com/
National	Italy	IT	Italian	it	laleggepertutti	European Union	General News	La legge per tutti	webnews	https://www.laleggepertutti.it/
National	Portugal	PT	Portuguese	pt	rr	European Union	General News	Rádio Renascença	TVRadio	http://rr.sapo.pt/
National	Sweden	SE	Swedish	sv	svanen	European Union	General News	svanen	webnews	http://www.svanen.se/
National	Azerbaijan	AZ	Azerbaijani	az	ordu	Asia	General News	ordu	webnews	https://ordu.az/
National	Paraguay	PY	Spanish	es	television-PY	South America	General News	Tvpy - televisión del Paraguay	webnews	http://www.television.com.py/
Regional	Netherlands	NL	English	en	portofamsterdam	European Union	General News	Port of Amsterdam	webnews	https://www.portofamsterdam.com/en
International	Malaysia	MY	English	en	themalaymailonline	Asia	General News	The Malaymail online (English)	webnews	http://www.themalaymailonline.com/
National	Russia	RU	Russian	ru	rg	Asia	General News	rg	webnews	https://rg.ru/
National	Netherlands	NL	English	en	bridge2food	European Union	General News	Bridge2Food	webnews	https://bridge2food.com/
National	Norway	NO	Norwegian	no	rb	Europe Other	General News	RB	webnews	http://www.rb.no
National	Armenia	AM	Armenian	hy	razm	Asia	General News	Razm	webnews	https://razm.info/
National	Denmark	DK	Danish	da	DRNyheder	European Union	General News	DR Nyheder	webnews	https://www.dr.dk/nyheder/
National	Austria	AT	English	en	friedlnews	European Union	General News	FriedlNews	webnews	http://www.friedlnews.com/
National	United Kingdom	GB	English	en	qz	Europe Other	General News	Quartz	webnews	https://qz.com/
National	Australia	AU	English	en	qt	Oceania	General News	Queensland Times	webnews	http://www.qt.com.au/
International	Bulgaria	BG	Bulgarian	bg	infobulgaria	European Union	General News	Info Bulgaria	webnews	http://infobulgaria.info/
National	Sweden	SE	Swedish	sv	KPMG	European Union	General News	KPMG	webnews	https://home.kpmg/se/sv/home.html
National	Argentina	AR	Spanish	es	elpopular-AR	South America	General News	Diario El Popular Argentina	webnews	http://www.elpopular.com.ar/
National	United Kingdom	GB	English	en	salisburyjournal	Europe Other	General News	Salisbury Journal	webnews	http://www.salisburyjournal.co.uk/
National	United Kingdom	GB	English	en	nature-nprot	Europe Other	General News	Nature -  Protocols	webnews	https://www.nature.com/nprot
National	United Kingdom	GB	English	en	nature-npjparkd	Europe Other	General News	Nature - npj Parkinson's Disease	webnews	https://www.nature.com/npjparkd/
National	Qatar	QA	Arabic	ar	raya	Middle East	General News	Raya	webnews	https://www.raya.com/
National	Sweden	SE	Swedish	sv	pt	European Union	General News	Piratpartiet	webnews	http://www.pt.se/
National	Argentina	AR	Spanish	es	lapoliticaonline	South America	General News	La Politica Online	webnews	http://www.lapoliticaonline.com/
National	Kyrgyzstan	KG	Russian	ru	pr	Asia	General News	PR	webnews	http://www.pr.kg/gazeta/
National	Sweden	SE	Swedish	sv	journalisten	European Union	General News	Journalisten	webnews	http://www.journalisten.se
National	Brazil	BR	Portuguese	pt	pf	South America	General News	Polícia Federal	webnews	https://www.gov.br/pf/pt-br
National	Poland	PL	Polish	pl	pb	European Union	General News	Puls Biznesu	webnews	https://www.pb.pl/
National	Syria	SY	English	en	syriahr	Middle East	General News	syriahr	webnews	https://www.syriahr.com/en/
International	Italy	IT	Italian	it	mianews	European Union	General News	Mianews Milano	webnews	https://mianews.it
National	Cuba	CU	Spanish	es	tvcubana	Central America	General News	TV Cubana	webnews	http://www.tvcubana.icrt.cu/
National	Georgia	GE	Georgian	ka	on	Asia	General News	on	webnews	https://on.ge/
National	Cyprus	CY	Modern Greek (1453-)	el	cyprustimes	European Union	General News	Cyprus Times	webnews	https://cyprustimes.com/
National	USA	US	English	en	biofuelsdigest	North America	General News	Biofuels Digest	webnews	http://www.biofuelsdigest.com/
Regional	Netherlands	NL	Dutch	nl	of	European Union	General News	OF - Ondernemend Friesland	webnews	http://www.of.nl/
National	Norway	NO	Norwegian	no	oa	Europe Other	General News	OA	webnews	http://www.oa.no
International	Japan	JP	Japanese	ja	walkerplus	Asia	General News	Kyushu Walker	webnews	http://www.walkerplus.com/
National	USA	US	Arabic	ar	scientificamerican-ar	North America	General News	Scientific american - Arabic	webnews	https://www.scientificamerican.com/arabic/
National	USA	US	English	en	kentucky	North America	General News	kentucky	webnews	http://www.kentucky.com/
National	Iran	IR	Persian	fa	jamejamonline	Middle East	General News	jamejamonline	webnews	http://www.jamejamonline.ir/
National	Ukraine	UA	Russian	ru	nv	Europe Other	General News	nv	webnews	http://nv.ua/
National	Netherlands	NL	Dutch	nl	nu	European Union	General News	nu	webnews	https://www.nu.nl/
Local	Sweden	SE	Swedish	sv	nt	European Union	General News	NT - Norrköpings Tidningar	webnews	https://nt.se/nyheter
National	Kazakhstan	KZ	Russian	ru	zonakz	Asia	General News	Zona kz	webnews	https://zonakz.net/
National	Belarus	BY	Belarusian	be	nn	Europe Other	General News	nn	webnews	http://www.nn.by/
National	Venezuela	VE	English	en	infoamazonia	South America	General News	infoamazonia	webnews	https://infoamazonia.org/en/#!/map=49
National	Germany	DE	German	de	dnn-online	European Union	General News	Dresdner Neueste Nachrichten	webnews	http://www.dnn.de/
National	Finland	FI	Finnish	fi	vero	European Union	General News	vero	webnews	https://www.vero.fi/sv-FI
International	USA	US	English	en	eastoregonian	North America	General News	East Oregonian	webnews	https://www.eastoregonian.com/
National	USA	US	English	en	nj	North America	General News	New Jersey	webnews	https://www.nj.com/
National	Myanmar	MM	English	en	moi-gov-mm	Asia	General News	Ministry of Information	webnews	http://www.moi.gov.mm/moi:eng/
National	Russia	RU	Russian	ru	ng	Asia	General News	ng	webnews	http://www.ng.ru/
National	Sweden	SE	Swedish	sv	metallerochgruvor	European Union	General News	Metallerochgruvor	webnews	https://www.metallerochgruvor.se/
National	USA	US	English	en	pubs-acs	North America	General News	ACS Publications	webnews	https://pubs.acs.org/
National	Montenegro	ME	Croatian	hr	upravacarina	EU Candidate	General News	Montenegrin Customs	webnews	http://www.upravacarina.gov.me/uprava
National	USA	US	English	en	eastbaytimes	North America	General News	Douglas Enterprise	webnews	https://www.eastbaytimes.com/
National	Ivory Coast	CI	English	en	soirinfo	Africa	General News	Soirinfo	webnews	http://www.soirinfo.com/
Local	Sweden	SE	Swedish	sv	na	European Union	General News	Nerikes Allehanda	webnews	http://www.na.se/
National	Belgium	BE	English	en	starch	European Union	General News	Starch Europe	webnews	https://starch.eu/
National	Georgia	GE	Georgian	ka	civil-ka	Asia	General News	Civil (Georgian)	webnews	https://civil.ge/ka
National	Denmark	DK	Danish	da	mx	European Union	General News	MetroXpress Copenhagen	webnews	http://www.mx.dk/
International	China	CN	English	en	xinhuanet_en	Asia	General News	Xinhuanet (English)	webnews	http://www.xinhuanet.com/english/
National	Estonia	EE	Estonian	et	eestikirik	European Union	General News	Eesti Kiriku	webnews	http://www.eestikirik.ee/
National	Australia	AU	English	en	aap-au	Oceania	General News	Australian Associated Press	webnews	https://www.aap.com.au/
National	Poland	PL	Polish	pl	o2	European Union	General News	o2	webnews	https://www.o2.pl/
International	Denmark	DK	Turkish	tr	mm	European Union	General News	mandag morgen	webnews	https://www.mm.dk/
National	South Africa	ZA	English	en	mg	Africa	General News	Mail & Guardian Online	webnews	http://mg.co.za/
National	USA	US	English	en	me	North America	General News	Mining Engineering Online	webnews	http://me.smenet.org/
Regional	Austria	AT	German	de	futurezone	European Union	General News	futurezone	webnews	https://futurezone.at/
National	Latvia	LV	Latvian	lv	lv	European Union	General News	LV -  Latvijas Vēstnesis	webnews	http://www.lv.lv
International	Pakistan	PK	English	en	thenews-pk	Middle East	General News	The News - International	webnews	http://www.thenews.com.pk
National	Sweden	SE	Swedish	sv	lo	European Union	General News	LO	webnews	http://www.lo.se/
National	Singapore	SG	English	en	tnp-sg	Asia	General News	The NewPaper	webnews	https://www.tnp.sg/
Local	Switzerland	CH	French	fr	geneve-ch-fr	Europe Other	General News	Page d'accueil - Ville de Genève - Site officiel	webnews	https://www.geneve.ch/fr
National	Italy	IT	Italian	it	analisidifesa	European Union	General News	Analisi difesa	webnews	http://www.analisidifesa.it/
National	Netherlands	NL	Dutch	nl	lc	European Union	General News	Leeuwarder Courant	webnews	http://www.lc.nl/
International	USA	US	English	en	muscatinejournal	North America	General News	Muscatine Journal	webnews	http://muscatinejournal.com/
National	Latvia	LV	Latvian	lv	la	European Union	General News	Latvijas avīze	webnews	http://www.la.lv/
Regional	Italy	IT	Italian	it	gravinalife	European Union	General News	gravinalife	webnews	https://www.gravinalife.it/
National	USA	US	English	en	panampost	North America	General News	PanAm Post	webnews	http://panampost.com/
National	Norway	NO	Norwegian	no	kv	Europe Other	General News	kv	webnews	http://kv.no/
National	Kazakhstan	KZ	Russian	ru	kt	Asia	General News	Kazakhstan Today	webnews	http://www.kt.kz/
National	Germany	DE	English	en	foss	European Union	General News	Foss Patents	webnews	http://www.fosspatents.com/
National	Sweden	SE	Swedish	sv	m3	European Union	General News	M3 just nu	webnews	http://m3.idg.se/
National	Russia	RU	Russian	ru	kp	Asia	General News	Komsomolskaya Pravda	webnews	https://www.kp.ru/
National	Japan	JP	English	en	kyodonews	Asia	General News	Kyodo News	webnews	https://english.kyodonews.net/
National	Russia	RU	Russian	ru	km	Asia	General News	km	webnews	http://www.km.ru/
National	Turkey	TR	Turkish	tr	hurriyetim	EU Candidate	General News	Turkish News	webnews	http://www.hurriyetim.com.tr/
National	USA	US	English	en	sciencedaily	North America	General News	Science Daily	webnews	https://www.sciencedaily.com/
National	Hungary	HU	Hungarian	hu	veol	European Union	General News	veol	webnews	https://veol.hu/
National	Russia	RU	Russian	ru	fergananews	Asia	General News	Ferghana (Russian)	webnews	https://fergana.agency/
National	Belgium	BE	French	fr	lacapitale	European Union	General News	La capitale	webnews	https://www.lacapitale.be/
National	Sweden	SE	Swedish	sv	ka	European Union	General News	Kommunalarbetaren	webnews	http://www.ka.se/
National	Japan	JP	English	en	japantimes	Asia	General News	Japan Times	webnews	https://www.japantimes.co.jp/
National	USA	US	English	en	sedac	North America	General News	SEDAC	webnews	https://sedac.ciesin.columbia.edu/
National	USA	US	English	en	fancydolphin	North America	General News	Fancydolphin	webnews	https://fancydolphin.com/
National	Bulgaria	BG	Bulgarian	bg	yambolpress	European Union	General News	yambolpress	webnews	http://www.yambolpress.bg/
National	Argentina	AR	Spanish	es	tandildiario	South America	General News	Tandil Diario	webnews	http://www.tandildiario.com/
National	Denmark	DK	Danish	da	jv	European Union	General News	JV - JydskeVestkysten	webnews	https://jv.dk/
National	Lebanon	LB	English	en	yalibnan	Middle East	General News	Ya Libnan	webnews	https://yalibnan.com/
National	Sweden	SE	Swedish	sv	svensktnaringsliv	European Union	General News	The Confederation of Swedish Enterprise	webnews	http://www.svensktnaringsliv.se/
International	Denmark	DK	Danish	da	jp	European Union	General News	Jyllands-Posten	webnews	http://jyllands-posten.dk/
Regional	Netherlands	NL	Dutch	nl	l1	European Union	General News	L1	webnews	http://www.l1.nl/
National	Portugal	PT	Portuguese	pt	jn	European Union	General News	Jornal de Notícias	webnews	https://www.jn.pt/
National	Greece	GR	Modern Greek (1453-)	el	enetpress	European Union	General News	Enetpress	webnews	https://www.enetpress.gr
National	Sweden	SE	Swedish	sv	femtejuli	European Union	General News	femtejuli	webnews	https://femtejuli.se/
National	Spain	ES	Galician	gl	avozdevilalba	European Union	General News	avozdevilalba.gal	webnews	http://www.avozdevilalba.gal/
National	Cambodia	KH	English	en	thecambodianews	Asia	General News	Internet news media	webnews	https://www.thecambodianews.net/
Regional	Netherlands	NL	Dutch	nl	gelderlander	European Union	General News	de Gelderlander	webnews	https://www.gelderlander.nl/
National	Canada	CA	English	en	labmanager	North America	General News	Lab Manager	webnews	http://www.labmanager.com/
International	France	FR	English	en	digitalspoiler	European Union	General News	Digital Spoiler - Spoiling the latest tech insights	webnews	https://digitalspoiler.com/
Regional	Portugal	PT	Portuguese	pt	jb	European Union	General News	Jornal da Bairrada	webnews	http://www.jb.pt/
National	Sweden	SE	Swedish	sv	ja	European Union	General News	Jordbruks aktuellt	webnews	http://www.ja.se/
National	Netherlands	NL	English	en	redcross-eu	European Union	General News	migration NGO - Red Cross EU Office	webnews	https://redcross.eu/
National	Czech Republic	CZ	Czech	cs	ceskenoviny	European Union	General News	České Noviny	webnews	http://www.ceskenoviny.cz/
National	Estonia	EE	English	en	eulisa	European Union	General News	migration NGO - eu-LISA	webnews	http://www.eulisa.europa.eu/Pages/default.aspx
National	Russia	RU	Russian	ru	iz	Asia	General News	iz	webnews	http://iz.ru
Local	Italy	IT	Italian	it	agrigentooggi	European Union	General News	Agrigento Oggi	webnews	http://www.agrigentooggi.it/
National	Sweden	SE	Swedish	sv	fiskejournalen	European Union	General News	fiskejournalen	webnews	http://www.fiskejournalen.se/
International	Italy	IT	English	en	corriere-en	European Union	General News	Corriere della sera (English)	webnews	https://www.corriere.it/english/
National	Russia	RU	Russian	ru	3mv	Asia	General News	3mv	webnews	http://3mv.ru/
National	Sweden	SE	Swedish	sv	dinapengar	European Union	General News	dinapengar	webnews	http://www.expressen.se/dinapengar/
National	Italy	IT	Italian	it	ilperiodiconews	European Union	General News	Il Periodico News	webnews	http://www.ilperiodiconews.it/
National	Austria	AT	English	en	fra	European Union	General News	migration NGO - FRA - European Union Agency for Fundamental Rights	webnews	https://fra.europa.eu/en
National	Poland	PL	Polish	pl	rzeczpospolita	European Union	General News	Rzeczpospolita	webnews	http://www.rp.pl/
National	Hungary	HU	Hungarian	hu	nytud	European Union	General News	nytud	webnews	http://www.nytud.hu/
National	Finland	FI	Finnish	fi	hs	European Union	General News	HS - Helsingin Sanomat	webnews	https://www.hs.fi/
National	United Kingdom	GB	English	en	spiked-online	Europe Other	General News	spiked - humanity is underrated	webnews	https://www.spiked-online.com/
National	Georgia	GE	English	en	civil-en	Asia	General News	Civil (English)	webnews	https://civil.ge/
Local	Italy	IT	Italian	it	lanotiziagiornale	European Union	General News	LA NOTIZIA	webnews	http://www.lanotiziagiornale.it/
National	Sweden	SE	Swedish	sv	skatteverket	European Union	General News	Skatteverket	webnews	http://www.skatteverket.se/privat.4.76a43be412206334b89800052864.html
National	Italy	IT	Italian	it	avvenire	European Union	General News	Avvenire	webnews	https://www.avvenire.it/
National	Sweden	SE	Swedish	sv	hd	European Union	General News	Helsingborgs Dagblad	webnews	http://www.hd.se/
National	Netherlands	NL	Dutch	nl	mr-online-nl	European Union	General News	Website voor juristen - Mr. Online	webnews	https://www.mr-online.nl/
National	United Kingdom	GB	English	en	nature-npjcleanwater	Europe Other	General News	Nature - npj Clean Water	webnews	https://www.nature.com/npjcleanwater/
National	Sweden	SE	Swedish	sv	teaterforbundet	European Union	General News	teaterforbundet	webnews	http://teaterforbundet.se/
National	Russia	RU	Russian	ru	krpress	Asia	General News	krpress	webnews	http://krpress.ru/
National	Poland	PL	Polish	pl	gu	European Union	General News	Gazety Ubezpieczeniowej	webnews	http://www.gu.com.pl/
National	Belarus	BY	Russian	ru	gs	Europe Other	General News	Gazeta Slonimskaya	webnews	https://www.gs.by/
National	USA	US	English	en	fremonttribune	North America	General News	Fremont Tribune	webnews	http://fremonttribune.com/
National	USA	US	Spanish	es	gk	North America	General News	Gkillcity	webnews	https://gk.city/
Regional	Netherlands	NL	Dutch	nl	bndestem	European Union	General News	BN DeStem	webnews	https://www.bndestem.nl/
Local	Sweden	SE	Swedish	sv	gd	European Union	General News	gd	webnews	http://gd.se/
National	Finland	FI	Finnish	fi	Aamulehti-fi	European Union	General News	Aamulehti	webnews	https://www.aamulehti.fi/
National	Georgia	GE	Georgian	ka	for	Asia	General News	kvira	webnews	http://www.for.ge/
National	Hungary	HU	Hungarian	hu	fn	European Union	General News	FN - Friss hírek - Tiszta tartalom	webnews	https://24.hu/
Regional	Italy	IT	Italian	it	italpress	European Union	General News	italpress	webnews	http://www.italpress.com/
National	United Kingdom	GB	English	en	mining-technology	Europe Other	General News	Mining Technology	webnews	https://www.mining-technology.com/
National	Sweden	SE	Swedish	sv	fof	European Union	General News	Forskning & Framsteg	webnews	http://fof.se/
National	Spain	ES	Spanish	es	policia-es	European Union	General News	Policia Nacional	webnews	https://www.policia.es/
National	Albania	AL	Albanian	sq	integrimi	EU Candidate	General News	Gazeta Integrimi	webnews	http://integrimi.al/
National	Brazil	BR	Portuguese	pt	veja	South America	General News	Veja	webnews	http://veja.abril.com.br/
National	Trinidad and Tobago	TT	English	en	Triniad-guardian	South America	General News	The Trinidad Guardian	webnews	https://www.guardian.co.tt/
National	Lithuania	LT	Lithuanian	lt	eesc-lt	European Union	General News	ESC - Rytų Europos studijų centras	webnews	http://www.eesc.lt/
International	USA	US	English	en	rand	North America	General News	migration NGO3 - RAND	webnews	https://www.rand.org/
National	Germany	DE	German	de	fnp	European Union	General News	Frankfurter Neue Presse	webnews	https://www.fnp.de/
National	Ukraine	UA	Ukrainian	uk	nas-gov-ua	Europe Other	General News	НАН України : Головна сторінка	webnews	http://www.nas.gov.ua/UA/Pages/default.aspx
National	Ecuador	EC	Spanish	es	pueblosynacionalidades	South America	General News	Consejo Nacional para la Igualdad de Pueblos y Nacionalidades	webnews	http://www.pueblosynacionalidades.gob.ec/
National	Russia	RU	Russian	ru	ej	Asia	General News	EJ	webnews	http://ej.ru/xml
Regional	Netherlands	NL	Dutch	nl	ed	European Union	General News	ED	webnews	https://www.ed.nl/
National	Nigeria	NG	English	en	nationalmirroronline	Africa	General News	National Mirror	webnews	https://www.nationalmirroronline.net/
National	Nigeria	NG	English	en	pulse	Africa	General News	The Nigerian Institute Of Medical Research	webnews	http://pulse.ng/
National	Sweden	SE	Swedish	sv	fmv	European Union	General News	fmv	webnews	https://www.fmv.se/
National	Latvia	LV	Latvian	lv	du	European Union	General News	Daugavpils Universitāte	webnews	https://du.lv/
National	Cyprus	CY	Modern Greek (1453-)	el	moi-gov-cy	European Union	General News	migration NGO - Asylum Service (statistical data)	webnews	http://www.moi.gov.cy/moi/moiup/moi.nsf/index_gr/index_gr?OpenDocument
National	Norway	NO	Norwegian	no	dt	Europe Other	General News	dt - NO	webnews	http://www.dt.no/
National	North Macedonia	MK	Macedonian	mk	vecer-mk	EU Candidate	General News	vecer	webnews	https://vecer.mk/
National	Sweden	SE	Swedish	sv	do	European Union	General News	Diskrimineringsombudsmannen	webnews	http://www.do.se/
National	Portugal	PT	Portuguese	pt	dn	European Union	General News	Diário de Notícias	webnews	https://www.dn.pt/
National	Slovakia	SK	Slovak	sk	fmg	European Union	General News	FMG	webnews	https://fmg.sk/
National	Denmark	DK	Danish	da	df	European Union	General News	Dansk Folkeparti - Danish News	webnews	https://danskfolkeparti.dk/
National	USA	US	English	en	flaglerlive	North America	General News	FlaglerLive	webnews	http://flaglerlive.com/
National	Latvia	LV	English	en	stratcomcoe	European Union	General News	stratcomcoe	webnews	https://www.stratcomcoe.org/
National	Croatia	HR	Bosnian	bs	pozeskivodic	European Union	General News	pozeskivodic	webnews	http://pozeskivodic.com/
National	Sweden	SE	Swedish	sv	da	European Union	General News	Dagens Arbete	webnews	http://da.se/
National	United Kingdom	GB	English	en	nature-nclimate	Europe Other	General News	Nature - Climate Change	webnews	https://www.nature.com/nclimate/
National	Guinea	GN	French	fr	rtgkoloma	Africa	General News	Radio Television Guineenne	webnews	http://rtgkoloma.info/
